label,img_paths
Romanticism,extracted/Romanticism/karl-bodmer_saukie-and-fox-indians-plate-20-from-volume-1-of-travels-in-the-interior-of-north-america-1833.jpg
Symbolism,extracted/Symbolism/konstantin-somov_in-the-park-of-versailles-1.jpg
Realism,extracted/Realism/isaac-levitan_the-halt.jpg
Post_Impressionism,extracted/Post_Impressionism/edouard-cortes_caf-de-la-paix-paris-3.jpg
Realism,extracted/Realism/pyotr-konchalovsky_noon-1933.jpg
Post_Impressionism,extracted/Post_Impressionism/moise-kisling_kiki-de-montparnasse.jpg
Expressionism,extracted/Expressionism/paula-modersohn-becker_nursing-mother-and-child-1902.jpg
Impressionism,extracted/Impressionism/georges-seurat_farmer-to-work-1883.jpg
Post_Impressionism,extracted/Post_Impressionism/vincent-van-gogh_portrait-of-a-one-eyed-man-1888.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/kay-nielsen_in-powder-and-crinoline-1912-1.jpg
Baroque,extracted/Baroque/rembrandt_christ-in-the-storm-1633.jpg
Impressionism,extracted/Impressionism/pierre-auguste-renoir_woman-in-white-in-the-garden-at-colettes-1915.jpg
Ukiyo_e,extracted/Ukiyo_e/ito-jakuchu_birds-animals-and-flowering-plants-in-imaginary-scene-2.jpg
Analytical_Cubism,extracted/Analytical_Cubism/juan-gris_still-life-with-flowers-1912.jpg
Symbolism,extracted/Symbolism/salvador-dali_abraham-abraham-genesis-22-2-1967.jpg
Northern_Renaissance,extracted/Northern_Renaissance/albrecht-durer_the-holy-family-with-joachim-and-saint-ann.jpg
Impressionism,extracted/Impressionism/edgar-degas_woman-drying-herself-2.jpg
Minimalism,extracted/Minimalism/alvaro-lapa_criminals-and-their-properties-1974.jpg
Expressionism,extracted/Expressionism/ernst-ludwig-kirchner_interieur.jpg
Symbolism,extracted/Symbolism/william-blake_the-night-of-peace-1815.jpg
Northern_Renaissance,extracted/Northern_Renaissance/hans-baldung_three-swabian-castles-1515.jpg
Realism,extracted/Realism/theodor-severin-kittelsen_fra-muenchen.jpg
Symbolism,extracted/Symbolism/konstantin-somov_in-the-bosquet-1899.jpg
Impressionism,extracted/Impressionism/john-lavery_the-jockeys-dressing-room-at-ascot-1923.jpg
Early_Renaissance,extracted/Early_Renaissance/piero-della-francesca_st-julian(1).jpg
Cubism,extracted/Cubism/man-ray_untitled-2.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/nicholas-roerich_mill-in-the-mountains-1913.jpg
Realism,extracted/Realism/aleksey-savrasov_spring-1880.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/nicholas-roerich_old-town.jpg
Realism,extracted/Realism/john-singer-sargent_miss-elizabeth-williamson-1925.jpg
Expressionism,extracted/Expressionism/dimitris-mytaras_boats-in-halkida.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/aubrey-beardsley_frontispiece.jpg
Realism,extracted/Realism/pyotr-konchalovsky_blue-willows-1926.jpg
Romanticism,extracted/Romanticism/john-hoppner_rear-admiral-sir-horatio-nelson-ca-1800.jpg
Symbolism,extracted/Symbolism/kuzma-petrov-vodkin_head-boys-against-the-backdrop-of-the-rural-landscape-1927.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/heorhiy-narbut_allegory-of-1916-chronos-1916.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/j.-e.-h.-macdonald_dark-autumn-rocky-mountains-1930.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/heorhiy-narbut_illustration-to-the-song-of-roland-1903.jpg
Impressionism,extracted/Impressionism/pierre-auguste-renoir_the-fisherman-1874.jpg
Impressionism,extracted/Impressionism/edouard-manet_on-the-beach-1873.jpg
Realism,extracted/Realism/ivan-shishkin_forest-in-mordvinovo-1891.jpg
Impressionism,extracted/Impressionism/amrita-sher-gil_young-girls-1932.jpg
Abstract_Expressionism,extracted/Abstract_Expressionism/forrest-bess_burning-bush-1953.jpg
Impressionism,extracted/Impressionism/maurice-prendergast_venice.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/koloman-moser_picture-book-for-the-niece-of-ditha-mautner-von-markhof-1904-7.jpg
Romanticism,extracted/Romanticism/louis-janmot_po-me-de-l-me-4-le-printemps.jpg
Color_Field_Painting,extracted/Color_Field_Painting/mario-cesariny_as-grandes-viagens.jpg
Color_Field_Painting,extracted/Color_Field_Painting/jack-bush_moonflight-1961.jpg
Baroque,extracted/Baroque/joseph-wright_william-rastall.jpg
Impressionism,extracted/Impressionism/claude-monet_railway-bridge-at-argenteuil-1873.jpg
Realism,extracted/Realism/henri-fantin-latour_vase-of-peonies-and-snowballs-1878.jpg
Impressionism,extracted/Impressionism/jacek-malczewski_ukrainian-1891.jpg
Impressionism,extracted/Impressionism/william-merritt-chase_shinnecock-landscape-04.jpg
Realism,extracted/Realism/martiros-saryan_armenian-landscape-1968.jpg
High_Renaissance,extracted/High_Renaissance/raphael_the-transfiguration-detail-1520.jpg
Realism,extracted/Realism/vincent-van-gogh_parsonage-garden-in-the-snow-with-three-figures-1885.jpg
Impressionism,extracted/Impressionism/alfred-sisley_the-loing-canal-1897.jpg
Pop_Art,extracted/Pop_Art/lennart-rodhe_f-rgkomposition-med-blommor-1996.jpg
Romanticism,extracted/Romanticism/ivan-aivazovsky_the-caucasus.jpg
Romanticism,extracted/Romanticism/cornelis-springer_a-view-of-franeker-with-the-zakkend-ragerschuisje-1872.jpg
Post_Impressionism,extracted/Post_Impressionism/paul-cezanne_pot-of-geraniums.jpg
Northern_Renaissance,extracted/Northern_Renaissance/hans-holbein-the-younger_portrait-of-bonifacius-amerbach-1519.jpg
Romanticism,extracted/Romanticism/orest-kiprensky_portrait-of-a-man-1.jpg
Realism,extracted/Realism/ilya-repin_portrait-of-a-woman-1887.jpg
Realism,extracted/Realism/henri-fantin-latour_spring-flowers.jpg
Fauvism,extracted/Fauvism/max-weber_soloist-at-wanamaker-s.jpg
Baroque,extracted/Baroque/gerrit-dou_portrait-of-a-young-woman-1640.jpg
Realism,extracted/Realism/ferdinand-hodler_the-reaper.jpg
Expressionism,extracted/Expressionism/arturo-souto_chamber-of-torture-1962.jpg
Post_Impressionism,extracted/Post_Impressionism/istvan-ilosvai-varga_painter-with-model-1934.jpg
Expressionism,extracted/Expressionism/egon-schiele_little-girl-with-blond-hair-in-a-red-dress-1916.jpg
Romanticism,extracted/Romanticism/gustave-dore_jacob-wrestling-with-the-angel-1866.jpg
Cubism,extracted/Cubism/pablo-picasso_milliners-workshop-of-the-milliner-1926.jpg
Realism,extracted/Realism/julius-leblanc-stewart_portrait-of-a-woman-1908(1).jpg
Fauvism,extracted/Fauvism/andre-derain_the-trees.jpg
Romanticism,extracted/Romanticism/camille-corot_gypsy-girl-with-mandolin.jpg
High_Renaissance,extracted/High_Renaissance/lorenzo-lotto_susanna-and-the-elders-1517.jpg
Expressionism,extracted/Expressionism/paula-modersohn-becker_reclining-mother-and-child-1906-1.jpg
Cubism,extracted/Cubism/amadeo-de-souza-cardoso_azenhas.jpg
Expressionism,extracted/Expressionism/kathe-kollwitz_not_detected_235987.jpg
Symbolism,extracted/Symbolism/nicholas-roerich_spring-1931.jpg
Minimalism,extracted/Minimalism/jim-lambie_zobop-installation-view-1999-1.jpg
Impressionism,extracted/Impressionism/ivan-grohar_jesensko-sonce-1908.jpg
Early_Renaissance,extracted/Early_Renaissance/leonardo-da-vinci_flying-machine.jpg
Expressionism,extracted/Expressionism/amedeo-modigliani_frans-hellens-1919.jpg
Impressionism,extracted/Impressionism/winston-churchill_racecourse-nice-1921(1).jpg
Rococo,extracted/Rococo/fyodor-rokotov_portrait-of-count-artemiy-ivanovich-vorontsov.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/henri-de-toulouse-lautrec_admiral-viaud-1901.jpg
Mannerism_Late_Renaissance,extracted/Mannerism_Late_Renaissance/correggio_the-assumption-of-the-virgin-detail(2).jpg
Expressionism,extracted/Expressionism/mstislav-dobuzhinsky_october-idyll-1905.jpg
Impressionism,extracted/Impressionism/odilon-redon_peyrelebade-landscape.jpg
Northern_Renaissance,extracted/Northern_Renaissance/hieronymus-bosch_the-carrying-of-the-cross-1480.jpg
Romanticism,extracted/Romanticism/constantin-daniel-rosenthal_portrait-of-teodor-arion-1848.jpg
Impressionism,extracted/Impressionism/childe-hassam_a-long-island-garden.jpg
Impressionism,extracted/Impressionism/stefan-popescu_landscape-with-stronghold.jpg
Impressionism,extracted/Impressionism/gustave-caillebotte_still-life-with-a-vase-of-lilacs.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/koloman-moser_figure-study-of-tristan.jpg
Symbolism,extracted/Symbolism/konstantin-vasilyev_in-another-window.jpg
Northern_Renaissance,extracted/Northern_Renaissance/albrecht-durer_rest-on-the-flight-to-egypt.jpg
Pop_Art,extracted/Pop_Art/andy-warhol_amos-1976.jpg
Rococo,extracted/Rococo/george-morland_the-reckoning.jpg
Pop_Art,extracted/Pop_Art/andy-warhol_sixteen-jackies.jpg
Impressionism,extracted/Impressionism/gustave-caillebotte_nasturtiums.jpg
Abstract_Expressionism,extracted/Abstract_Expressionism/jackson-pollock_the-deep-1953.jpg
Rococo,extracted/Rococo/jean-honore-fragonard_venus-and-cupid.jpg
Post_Impressionism,extracted/Post_Impressionism/david-burliuk_live-lobsters-at-joe-s-1961.jpg
Post_Impressionism,extracted/Post_Impressionism/henri-de-toulouse-lautrec_gabrielle-the-dancer-1890.jpg
Romanticism,extracted/Romanticism/orest-kiprensky_dmitry-donskoy-after-the-battle-of-kulikovo-1805.jpg
Realism,extracted/Realism/henri-fantin-latour_lemons-apples-and-tulips-1865.jpg
Naive_Art_Primitivism,extracted/Naive_Art_Primitivism/marc-chagall_a-wheatfield-on-a-summer-s-afternoon-1942.jpg
Ukiyo_e,extracted/Ukiyo_e/kitagawa-utamaro_shower.jpg
Realism,extracted/Realism/philip-de-laszlo_princess-beatrice-1926.jpg
Abstract_Expressionism,extracted/Abstract_Expressionism/kenzo-okada_a-well-1966.jpg
New_Realism,extracted/New_Realism/john-french-sloan_blond-nude-and-flowers-1929.jpg
Impressionism,extracted/Impressionism/john-singer-sargent_corner-of-a-garden.jpg
Expressionism,extracted/Expressionism/henry-moore_family-grown-1949.jpg
Post_Impressionism,extracted/Post_Impressionism/vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.jpg
Impressionism,extracted/Impressionism/childe-hassam_summer-porch-at-mr-and-mrs-c-e-s-wood-s.jpg
Realism,extracted/Realism/vasily-perov_parisian-promenade-1863.jpg
Impressionism,extracted/Impressionism/gustave-caillebotte_boating-on-the-yerres.jpg
Expressionism,extracted/Expressionism/yiannis-tsaroychis_sailor-1962.jpg
Abstract_Expressionism,extracted/Abstract_Expressionism/richard-diebenkorn_miller-22.jpg
Post_Impressionism,extracted/Post_Impressionism/moise-kisling_the-woman-from-arles.jpg
Expressionism,extracted/Expressionism/amedeo-modigliani_madame-dorival-1916.jpg
Pop_Art,extracted/Pop_Art/robert-indiana_german-love-1996.jpg
Symbolism,extracted/Symbolism/odilon-redon_head-with-flowers.jpg
Impressionism,extracted/Impressionism/walter-sickert_the-wardrobe-1924.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/mstislav-dobuzhinsky_vitebsk-1919.jpg
Post_Impressionism,extracted/Post_Impressionism/william-scott_bottle-and-fish-slice-1949.jpg
Minimalism,extracted/Minimalism/pierre-soulages_peinture-324-x-181-cm-14-mars-1999-polyptyque-1999.jpg
Symbolism,extracted/Symbolism/nicholas-roerich_red-horseman-1926.jpg
Symbolism,extracted/Symbolism/nicholas-roerich_voice-of-mongolia-1937.jpg
Romanticism,extracted/Romanticism/orest-kiprensky_portrait-of-an-officer-1813.jpg
Northern_Renaissance,extracted/Northern_Renaissance/hans-baldung_two-witches-1523.jpg
Abstract_Expressionism,extracted/Abstract_Expressionism/willem-de-kooning_untitled-7.jpg
Impressionism,extracted/Impressionism/eugene-boudin_the-breton-fishermen-s-wives.jpg
Synthetic_Cubism,extracted/Synthetic_Cubism/juan-gris_still-life-with-checked-tablecloth-1915.jpg
Romanticism,extracted/Romanticism/alexander-ivanov_a-girl-from-albano-standing-in-the-doorway.jpg
Realism,extracted/Realism/vincent-van-gogh_woman-sewing-1885.jpg
Impressionism,extracted/Impressionism/william-merritt-chase_afternoon-in-the-park.jpg
Northern_Renaissance,extracted/Northern_Renaissance/albrecht-durer_design-for-the-fugger-chapel-in-augsburg-samson-fighting-the-philistines.jpg
Realism,extracted/Realism/isaac-levitan_landscape-with-a-steamboat.jpg
Impressionism,extracted/Impressionism/joaquâÐ³â¬Ð½n-sorolla_seated-nude-1906.jpg
Baroque,extracted/Baroque/adriaen-van-de-venne_fools-have-the-most-fun.jpg
Symbolism,extracted/Symbolism/franz-stuck_dissonance-1910.jpg
Realism,extracted/Realism/ivan-shishkin_at-the-wicket.jpg
Post_Impressionism,extracted/Post_Impressionism/jan-sluyters_still-life-with-spring-flowers-1926.jpg
Impressionism,extracted/Impressionism/antoine-blanchard_rue-royal-madeleine-2.jpg
Northern_Renaissance,extracted/Northern_Renaissance/albrecht-durer_st-philip-1526.jpg
Romanticism,extracted/Romanticism/john-roddam-spencer-stanhope_why-seek-ye-the-living-among-the-dread-st-luke-chapter-xiv-verse-5-1896.jpg
Symbolism,extracted/Symbolism/nicholas-roerich_sunrise-in-himalayas-1935.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/edmund-dulac_he-dropped-the-rose-from-beauty-and-the-beast.jpg
Impressionism,extracted/Impressionism/childe-hassam_duke-street-newport.jpg
Realism,extracted/Realism/vincent-van-gogh_church-pew-with-worshippers-1882(1).jpg
Realism,extracted/Realism/vincent-van-gogh_girl-kneeling-1881(1).jpg
Naive_Art_Primitivism,extracted/Naive_Art_Primitivism/marc-chagall_banquet-degenerates-into-brawl.jpg
Symbolism,extracted/Symbolism/nicholas-roerich_himalayas-study-4.jpg
Abstract_Expressionism,extracted/Abstract_Expressionism/hassel-smith_untitled-1963.jpg
Expressionism,extracted/Expressionism/walter-battiss_zanzibar-study.jpg
Realism,extracted/Realism/john-singer-sargent_mrs-abbott-lawrence-rotch-1903.jpg
Contemporary_Realism,extracted/Contemporary_Realism/eric-fischl_time-for-bed.jpg
Cubism,extracted/Cubism/marc-chagall_cubist-landscape-1918.jpg
Abstract_Expressionism,extracted/Abstract_Expressionism/gene-davis_saber-dance-1952.jpg
Realism,extracted/Realism/anders-zorn_opal-1891.jpg
Romanticism,extracted/Romanticism/henry-raeburn_nathaniel-spens.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/jacek-malczewski_eloe-from-ellenai.jpg
Mannerism_Late_Renaissance,extracted/Mannerism_Late_Renaissance/giorgio-vasari_the-incredulity-of-st-thomas-1572.jpg
Impressionism,extracted/Impressionism/pierre-auguste-renoir_landscape-1893.jpg
Impressionism,extracted/Impressionism/frederic-remington_what-an-unbranded-cow-has-cost-1895.jpg
Impressionism,extracted/Impressionism/claude-monet_seacoast-at-saint-adresse-sunset.jpg
Romanticism,extracted/Romanticism/francisco-goya_the-bookseller-s-wife.jpg
Post_Impressionism,extracted/Post_Impressionism/vincent-van-gogh_view-of-paris-from-near-montmartre-1886.jpg
Expressionism,extracted/Expressionism/ernst-ludwig-kirchner_nude-in-orange-and-yellow-1930.jpg
Symbolism,extracted/Symbolism/odilon-redon_flowers-2.jpg
Expressionism,extracted/Expressionism/edvard-munch_man-bathing-1899.jpg
Realism,extracted/Realism/boris-kustodiev_portrait-of-a-n-protasova-1900.jpg
Abstract_Expressionism,extracted/Abstract_Expressionism/sam-gilliam_red-linger-1972.jpg
Naive_Art_Primitivism,extracted/Naive_Art_Primitivism/edith-vonnegut_garden-hose.jpg
Impressionism,extracted/Impressionism/armand-guillaumin_the-seine-river-at-charenton-1878.jpg
Impressionism,extracted/Impressionism/childe-hassam_pont-royal-paris.jpg
Color_Field_Painting,extracted/Color_Field_Painting/gene-davis_flower-machine-1964.jpg
Impressionism,extracted/Impressionism/pierre-auguste-renoir_flowers-in-a-vase-3.jpg
Romanticism,extracted/Romanticism/john-roddam-spencer-stanhope_morgan-le-fay.jpg
Expressionism,extracted/Expressionism/wassily-kandinsky_in-the-forest-1904.jpg
Impressionism,extracted/Impressionism/edgar-degas_two-dancers-in-their-dressing-room.jpg
Expressionism,extracted/Expressionism/marc-chagall_lisa-with-a-mandolin-1914.jpg
Analytical_Cubism,extracted/Analytical_Cubism/georges-braque_glass-on-a-table.jpg
Abstract_Expressionism,extracted/Abstract_Expressionism/esteban-vicente_zarzuela-1982.jpg
Impressionism,extracted/Impressionism/camille-pissarro_landscape-at-varengeville-1899.jpg
Cubism,extracted/Cubism/louis-marcoussis_planches-de-salut-1931(1).jpg
Rococo,extracted/Rococo/joshua-reynolds_sir-watkin-williams-wynn-and-his-mother-1769.jpg
Post_Impressionism,extracted/Post_Impressionism/ilya-mashkov_still-life-with-bread-and-pumpkin-1914.jpg
Fauvism,extracted/Fauvism/mary-fedden_still-life-with-pears-and-onions-1992.jpg
Impressionism,extracted/Impressionism/konstantin-korovin_roses.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/serge-sudeikin_costume-design-for-venetian-madmen-jester-1915.jpg
Post_Impressionism,extracted/Post_Impressionism/georges-seurat_seated-woman-1881.jpg
Northern_Renaissance,extracted/Northern_Renaissance/albrecht-durer_portrait-of-a-man-konrad-peutinger.jpg
Northern_Renaissance,extracted/Northern_Renaissance/albrecht-durer_bearing-of-the-cross-1512.jpg
Romanticism,extracted/Romanticism/eugene-delacroix_winter-juno-and-aeolus-1862(1).jpg
Abstract_Expressionism,extracted/Abstract_Expressionism/sam-francis_untitled-1990.jpg
Symbolism,extracted/Symbolism/victor-hugo_silhouette-fantastique-1854.jpg
Ukiyo_e,extracted/Ukiyo_e/tsukioka-yoshitoshi_postal-tengu.jpg
Post_Impressionism,extracted/Post_Impressionism/maurice-utrillo_the-house-of-mimi-pinson-in-montmartre.jpg
Impressionism,extracted/Impressionism/armand-guillaumin_the-haystacks-1895.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/aubrey-beardsley_ballet-of-marionettes-i.jpg
Impressionism,extracted/Impressionism/lucia-demetriade-balacescu_negocieri-1935.jpg
Realism,extracted/Realism/james-tissot_caricature-of-lionel-dawson-damer-m-p.jpg
Abstract_Expressionism,extracted/Abstract_Expressionism/brice-marden_untitled.jpg
Post_Impressionism,extracted/Post_Impressionism/asgrimur-jonsson_from-h-safell-west-iceland-1950.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/boris-kustodiev_palm-sunday-near-the-spassky-gate-on-the-red-square-in-moscow-1917.jpg
Impressionism,extracted/Impressionism/federico-zandomeneghi_after-bath.jpg
Cubism,extracted/Cubism/olexandr-archipenko_seated-geometric-figure.jpg
Expressionism,extracted/Expressionism/ad-reinhardt_how-to-look-at-modern-art-1946.jpg
Realism,extracted/Realism/vasily-vereshchagin_taj-mahal-mausoleum-1876.jpg
Impressionism,extracted/Impressionism/edgar-degas_dancer-with-a-fan-study.jpg
Expressionism,extracted/Expressionism/max-beckmann_not-detected-259759.jpg
Color_Field_Painting,extracted/Color_Field_Painting/ronnie-landfield_uriel-1978.jpg
Rococo,extracted/Rococo/joshua-reynolds_sir-richard-worsley.jpg
Post_Impressionism,extracted/Post_Impressionism/paul-cezanne_mont-sainte-victoire-1890.jpg
Post_Impressionism,extracted/Post_Impressionism/georges-seurat_two-horse-hitch-1883.jpg
Rococo,extracted/Rococo/canaletto_westminster-abbey-with-a-procession-of-knights-of-the-bath-1749.jpg
Rococo,extracted/Rococo/antoine-watteau_the-scale-of-love.jpg
Impressionism,extracted/Impressionism/mary-cassatt_the-lamp-1891.jpg
Symbolism,extracted/Symbolism/nicholas-roerich_higher-than-mountains-1924-1.jpg
Color_Field_Painting,extracted/Color_Field_Painting/gene-davis_untitled-1983.jpg
Abstract_Expressionism,extracted/Abstract_Expressionism/sam-francis_star-1964.jpg
Early_Renaissance,extracted/Early_Renaissance/andrea-mantegna_the-ascension-left-hand-panel-from-the-altarpiece.jpg
Post_Impressionism,extracted/Post_Impressionism/edouard-vuillard_boulevard-of-battignolles.jpg
Impressionism,extracted/Impressionism/claude-monet_two-vases-with-chrysanthems.jpg
Realism,extracted/Realism/arkhip-kuindzhi_moonlight-night-on-the-river.jpg
Realism,extracted/Realism/camille-corot_view-at-riva-italian-tyrol-1835.jpg
Expressionism,extracted/Expressionism/morris-graves_soaring-osprey-1997.jpg
Minimalism,extracted/Minimalism/andre-pierre-arnal_pliage-folded-painting-1975.jpg
Mannerism_Late_Renaissance,extracted/Mannerism_Late_Renaissance/jacopo-pontormo_the-ascent-to-calvary(1).jpg
Realism,extracted/Realism/john-singer-sargent_henry-cabot-lodge-1890.jpg
Expressionism,extracted/Expressionism/george-bouzianis_self-portrait-3.jpg
Symbolism,extracted/Symbolism/nicholas-roerich_snow-maiden-1920.jpg
Impressionism,extracted/Impressionism/frederic-remington_an-arguement-with-the-town-marshall-1907.jpg
Expressionism,extracted/Expressionism/theo-van-doesburg_troelstra-1910.jpg
Romanticism,extracted/Romanticism/orest-kiprensky_portrait-of-prince-e-g-gagarin-as-a-child-1817.jpg
Realism,extracted/Realism/konstantin-makovsky_two-breton-women-1904.jpg
Romanticism,extracted/Romanticism/edwin-henry-landseer_the-old-shepherd-s-chief-mourner.jpg
Fauvism,extracted/Fauvism/janos-mattis-teutsch_landscape-1915.jpg
Rococo,extracted/Rococo/francois-boucher_the-mill-1751.jpg
Impressionism,extracted/Impressionism/ioannis-altamouras_boat-at-the-beach-1874.jpg
Impressionism,extracted/Impressionism/camille-pissarro_poplars-afternoon-in-eragny-1899.jpg
Impressionism,extracted/Impressionism/robert-julian-onderdonk_october-day-1908.jpg
Northern_Renaissance,extracted/Northern_Renaissance/albrecht-altdorfer_birth-of-mary.jpg
Realism,extracted/Realism/ilya-repin_reading-aloud-1878.jpg
Impressionism,extracted/Impressionism/pierre-auguste-renoir_young-girl-seated-in-a-garden.jpg
Early_Renaissance,extracted/Early_Renaissance/benozzo-gozzoli_st-francis-giving-away-his-clothes-vision-of-the-church-militant-and-triumphant.jpg
Post_Impressionism,extracted/Post_Impressionism/moise-kisling_portrait-of-andre-salmon-1912.jpg
Baroque,extracted/Baroque/rembrandt_the-circumcision-small-plate.jpg
Expressionism,extracted/Expressionism/salvador-dali_untitled-imaginary-landscape-at-pubol.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/nicholas-roerich_archangel-with-birds-1905.jpg
Impressionism,extracted/Impressionism/alfred-sisley_houses-on-the-banks-of-the-loing-1889.jpg
Impressionism,extracted/Impressionism/pierre-auguste-renoir_the-luncheon-of-the-boating-party-1881-1.jpg
Baroque,extracted/Baroque/peter-paul-rubens_portrait-of-isabella-brant-1626.jpg
Post_Impressionism,extracted/Post_Impressionism/edouard-cortes_place-pigalle.jpg
Impressionism,extracted/Impressionism/edgar-degas_kneeling-nude.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/koloman-moser_picture-book-for-the-niece-of-ditha-mautner-von-markhof-1904-11.jpg
Post_Impressionism,extracted/Post_Impressionism/martiros-saryan_in-barfursh-persia-1913.jpg
Post_Impressionism,extracted/Post_Impressionism/grace-cossington-smith_harbour-from-kirribilli-1937.jpg
Naive_Art_Primitivism,extracted/Naive_Art_Primitivism/marc-chagall_the-lord-appears-to-elijah-at-the-entrance-to-the-cave-in-which-he-took-refuge-i-kings-xix-9-13-1956.jpg
Romanticism,extracted/Romanticism/john-hoppner_portrait-of-mademoiselle-hilligsberg-1791.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/ivan-milev_ahinora-1925.jpg
Realism,extracted/Realism/vasily-vereshchagin_site-of-the-battle-fought-on-july-18-1877-in-front-of-the-krishin-redoubt-near-plevna-1880.jpg
Realism,extracted/Realism/edouard-manet_vase-of-peonies-on-a-small-pedestal-1864.jpg
Minimalism,extracted/Minimalism/keith-sonnier_untitled-1969.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/alphonse-mucha_the-samaritan-1897.jpg
Impressionism,extracted/Impressionism/maurice-prendergast_after-the-storm.jpg
Expressionism,extracted/Expressionism/lucian-freud_pregnant-girl.jpg
Post_Impressionism,extracted/Post_Impressionism/edouard-vuillard_man-and-woman-beneath-a-tree.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/carl-larsson_hakon-daga-and-edgar-1902(1).jpg
Realism,extracted/Realism/vincent-van-gogh_bowl-with-peonies-and-roses-1886(1).jpg
Baroque,extracted/Baroque/guido-reni_the-baptism-of-christ-1623.jpg
Realism,extracted/Realism/ilya-repin_barge-haulers-by-campfire-1870.jpg
Realism,extracted/Realism/camille-corot_canal-in-picardi.jpg
Ukiyo_e,extracted/Ukiyo_e/hiroshige_hydrangea-and-kingfisher.jpg
Early_Renaissance,extracted/Early_Renaissance/carlo-crivelli_saint-jerome-1473.jpg
Impressionism,extracted/Impressionism/paul-gauguin_daisies-and-peonies-in-blue-vase-1876.jpg
Color_Field_Painting,extracted/Color_Field_Painting/morris-louis_dalet-tet-1959.jpg
Northern_Renaissance,extracted/Northern_Renaissance/hans-memling_portrait-of-tommaso-portinari.jpg
Realism,extracted/Realism/vincent-van-gogh_orphan-man-with-long-overcoat-and-umbrella-seen-from-the-back-1882.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/ivan-bilibin_illustration-for-the-russian-fairy-story-the-frog-princess-1930(1).jpg
Realism,extracted/Realism/henri-fantin-latour_still-life-flowers-bowl-of-fruit-and-pitcher-1865.jpg
Symbolism,extracted/Symbolism/nicholas-roerich_himalayas-1.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/max-kurzweil_lady-in-yellow-1899.jpg
Baroque,extracted/Baroque/david-teniers-the-younger_the-gallery-of-archduke-leopold-in-brussels-1639.jpg
Romanticism,extracted/Romanticism/william-turner_old-london-brige.jpg
Realism,extracted/Realism/henri-fantin-latour_rose-trees-white-roses-1875.jpg
Expressionism,extracted/Expressionism/gulacsy-lajos_man-with-hat-and-woman-with-black-scarf-1915.jpg
Expressionism,extracted/Expressionism/amedeo-modigliani_anna-akhmatova-1911.jpg
Abstract_Expressionism,extracted/Abstract_Expressionism/jack-tworkov_day-s-end-1959.jpg
Impressionism,extracted/Impressionism/alfred-sisley_platz-in-argenteuil-1872.jpg
Realism,extracted/Realism/winslow-homer_high-cliff-coast-of-maine.jpg
Expressionism,extracted/Expressionism/zinaida-serebriakova_cassis-a-peasant-woman-with-basket-1928.jpg
Expressionism,extracted/Expressionism/henri-matisse_odalisque-half-length-the-tatoo-1923.jpg
Baroque,extracted/Baroque/rembrandt_portrait-of-rembrandt-s-brother-andrien-van-rijn.jpg
Romanticism,extracted/Romanticism/camille-corot_young-algerian-woman-lying-on-the-grass-1873.jpg
Abstract_Expressionism,extracted/Abstract_Expressionism/willem-de-kooning_women-singing-ii.jpg
Impressionism,extracted/Impressionism/eugene-boudin_the-inner-port-of-trouville-at-low-tide.jpg
Rococo,extracted/Rococo/william-hogarth_falstaff-examining-his-recruits-1728.jpg
Symbolism,extracted/Symbolism/nicholas-roerich_russian-easter.jpg
Pop_Art,extracted/Pop_Art/martial-raysse_last-year-in-capri-exotic-title-1962.jpg
Post_Impressionism,extracted/Post_Impressionism/vincent-van-gogh_portrait-of-trabuc-an-attendant-at-saint-paul-hospital-1889.jpg
Romanticism,extracted/Romanticism/johan-christian-dahl_lyshornet-bei-bergen-1836.jpg
Realism,extracted/Realism/john-everett-millais_the-honourable-john-nevile-manners.jpg
Impressionism,extracted/Impressionism/john-singer-sargent_henrietta-reubell.jpg
